da,a,tipo,periodo,peso,categoria,titolo,fonte
CHN,COD,cyber,2022-Q3,,Data theft;Hijacking with Misuse,Chinese state-sponsored hacking group GREF spied on unspecified Android users using malicious Signal plus Messenger app beginning in June 2022,eurepoc
CHN,COD,cyber,2020-Q2,,Data theft;Hijacking with Misuse,Chinese state-sponsored hacking group GREF accessed backup data of unspecified Android users and exfiltrated unspecified data through malicious FlyGram app beginning in June 2020,eurepoc
CHN,CZE,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,CZE,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CZE,cyber,2011-Q4,,Espionage,Nitro attacks,cfr
CHN,CZE,cyber,,,Espionage,Targeting of government agencies across Eastern Europe,cfr
CHN,CZE,cyber,,,Espionage,Targeting of Avast,cfr
CHN,CZE,migrazione,2018,20,,,
CHN,CZE,migrazione,2019,30,,,
CHN,CZE,migrazione,2020,22,,,
CHN,CZE,migrazione,2021,62,,,
CHN,CZE,migrazione,2022,64,,,
CHN,CZE,migrazione,2023,82,,,
CHN,CZE,migrazione,2024,85,,,
CHN,BTN,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,BGD,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,BGD,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,BGD,cyber,2011-Q4,,Espionage,Nitro attacks,cfr
CHN,AFG,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,AFG,cyber,2021-Q1,,Data theft;Hijacking with Misuse,TA428 used Windows malware to target Eastern European governments and entities and departments in Afghanistan since 2021,eurepoc
CHN,AFG,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Chinese state-sponsored hacking group APT15 used Android surveillance tool Bad Bazaar to spy on Uyghur and other Turkic minorities in China and abroad beginning in 2018,eurepoc
CHN,AFG,cyber,2021-Q2,,Data theft;Hijacking with Misuse,IndigoZebra vs. Afghan government,eurepoc
CHN,AFG,cyber,2020-Q3,,Data theft;Hijacking with Misuse,Roshan attack,eurepoc
CHN,AFG,cyber,,,Espionage,Targeting of military and public institutions in Afghanistan and several east European countries,cfr
CHN,AFG,cyber,,,Espionage,Calypso,cfr
CHN,AFG,cyber,,,Espionage,Targeting of Afghan telecommunication firm Roshan,cfr
CHN,AFG,cyber,,,Espionage,Targeting of the Afghan National Security Council,cfr
CHN,AFG,cyber,,,Espionage,IndigoZebra,cfr
CHN,AFG,cyber,,,Espionage,Targeting of major companies and government organizations in seven countries,cfr
CHN,AFG,cyber,,,Espionage,RedFoxTrot,cfr
CHN,PSE,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,NPL,cyber,2021-Q1,,Hijacking without Misuse,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,eurepoc
CHN,NPL,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,NPL,cyber,,,Espionage,Targeting Linux systems in Nepal and South Africa,cfr
CHN,NPL,cyber,,,Espionage,Targeting of Philippine and Nepalese governments,cfr
CHN,NPL,cyber,,,Espionage,"Targeting of civil society groups in Nepal, the Philippines, Taiwan, and Hong Kong",cfr
CHN,SRB,cyber,2022-Q2,,Data theft;Hijacking with Misuse,Chinese cyber-crime group 'Space Pirates' targeted Russian and Serbian public and private entities from June 2022 until July 2023,eurepoc
CHN,SRB,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,SRB,migrazione,2022,5,,,
CHN,ECU,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,ECU,migrazione,2018,12,,,
CHN,ECU,migrazione,2019,12,,,
CHN,ECU,migrazione,2020,12,,,
CHN,ECU,migrazione,2021,12,,,
CHN,ECU,migrazione,2022,12,,,
CHN,ECU,migrazione,2023,12,,,
CHN,NIC,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CAN,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CAN,cyber,2022-Q4,,Hijacking without Misuse,Chinese state-sponsored hackers gained access to the network of Amnesty International Canada in October 2022,eurepoc
CHN,CAN,cyber,,,Espionage,"Targeting of the United States, Belarus, Canada, Mongolia, and Russia in an espionage operation",cfr
CHN,CAN,cyber,,,Espionage,"Targeting of Uyghur activists, journalists, and dissidents",cfr
CHN,CAN,cyber,,,Espionage,Targeting of over seventy-five organizations,cfr
CHN,CAN,cyber,2019-Q1,,Espionage,Targeting of universities’ maritime military secrets,cfr
CHN,CAN,cyber,2017-Q2,,Espionage,APT 10,cfr
CHN,CAN,cyber,2013-Q1,,Espionage,PLA Unit 61398,cfr
CHN,CAN,cyber,2011-Q3,,Espionage,Shady RAT,cfr
CHN,CAN,cyber,,,Espionage,Targeting of Amnesty International Canada,cfr
CHN,CAN,cyber,2014-Q3,,Espionage,Compromise of Canada’s National Research Council,cfr
CHN,CAN,cyber,2012-Q1,,Espionage,Compromise of Nortel,cfr
CHN,CAN,migrazione,2018,7192,,,
CHN,CAN,migrazione,2019,6060,,,
CHN,CAN,migrazione,2020,5916,,,
CHN,CAN,migrazione,2021,5925,,,
CHN,CAN,migrazione,2022,2154,,,
CHN,CAN,migrazione,2023,2349,,,
CHN,CAN,migrazione,2024,4958,,,
CHN,ARG,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,ARG,cyber,2011-Q4,,Espionage,Nitro attacks,cfr
CHN,PER,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,PAN,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CRI,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,FRA,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,FRA,cyber,2021-Q1,,Data theft;Hijacking with Misuse,APT31 targeting French organizations,eurepoc
CHN,FRA,cyber,,,Espionage,Targeting of over seventy-five organizations,cfr
CHN,FRA,cyber,,,Espionage,APT 41,cfr
CHN,FRA,cyber,2017-Q2,,Espionage,APT 10,cfr
CHN,FRA,cyber,2015-Q3,,Espionage,Emissary Panda,cfr
CHN,FRA,cyber,2013-Q1,,Espionage,PLA Unit 61398,cfr
CHN,FRA,cyber,2012-Q2,,Espionage,SabPub,cfr
CHN,FRA,cyber,2011-Q4,,Espionage,Nitro attacks,cfr
CHN,FRA,cyber,,,Espionage,Targeting of French corporations using compromised Wi-Fi routers,cfr
CHN,FRA,migrazione,2018,5810,,,
CHN,FRA,migrazione,2019,6918,,,
CHN,FRA,migrazione,2020,8343,,,
CHN,FRA,migrazione,2021,10015,,,
CHN,FRA,migrazione,2022,11161,,,
CHN,FRA,migrazione,2023,12217,,,
CHN,FRA,migrazione,2024,14101,,,
CHN,BGR,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,IRL,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,IRL,migrazione,2018,54,,,
CHN,IRL,migrazione,2019,63,,,
CHN,IRL,migrazione,2020,68,,,
CHN,IRL,migrazione,2021,71,,,
CHN,IRL,migrazione,2022,63,,,
CHN,IRL,migrazione,2023,66,,,
CHN,IRL,migrazione,2024,64,,,
CHN,CHE,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CHE,cyber,,,Espionage,Targeting of over seventy-five organizations,cfr
CHN,CHE,cyber,2017-Q2,,Espionage,APT 10,cfr
CHN,CHE,cyber,2013-Q1,,Espionage,PLA Unit 61398,cfr
CHN,CHE,cyber,2011-Q3,,Espionage,Shady RAT,cfr
CHN,CHE,migrazione,2018,2957,,,
CHN,CHE,migrazione,2019,2825,,,
CHN,CHE,migrazione,2020,2665,,,
CHN,CHE,migrazione,2021,2443,,,
CHN,CHE,migrazione,2022,2253,,,
CHN,CHE,migrazione,2023,2093,,,
CHN,CHE,migrazione,2024,1921,,,
CHN,TUR,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,TUR,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Chinese state-sponsored hacking group APT15 used Android surveillance tool Bad Bazaar to spy on Uyghur and other Turkic minorities in China and abroad beginning in 2018,eurepoc
CHN,TUR,cyber,2019-Q1,,Data theft,Chinese Attack against telecommunication providers,eurepoc
CHN,TUR,cyber,,,Espionage,Targeting of government organizations in Eastern Europe and Western Asia,cfr
CHN,TUR,cyber,,,Espionage,Red Menshen,cfr
CHN,TUR,cyber,,,Espionage,"Targeting of telecommunications providers across the United States, Asia, and the Middle East",cfr
CHN,TUR,cyber,,,Espionage,"Targeting of Uyghur activists, journalists, and dissidents",cfr
CHN,TUR,cyber,,,Espionage,Calypso,cfr
CHN,TUR,cyber,,,Espionage,Targeting of telecommunications operators in countries through which Uighurs are known to travel,cfr
CHN,TUR,migrazione,2018,13,,,
CHN,NOR,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,NOR,cyber,2021-Q1,,Data theft;Hijacking with Misuse,Microsoft Exchange Hack: Norwegian Parliament,eurepoc
CHN,NOR,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Visma hack,eurepoc
CHN,NOR,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Norway government hack,eurepoc
CHN,NOR,cyber,2017-Q2,,Espionage,APT 10,cfr
CHN,NOR,cyber,2013-Q1,,Espionage,PLA Unit 61398,cfr
CHN,NOR,cyber,,,Espionage,Targeting of Norwegian government’s IT network,cfr
CHN,NOR,cyber,2019-Q1,,Espionage,Targeting of Visma,cfr
CHN,NOR,migrazione,2018,594,,,
CHN,NOR,migrazione,2019,565,,,
CHN,NOR,migrazione,2020,465,,,
CHN,NOR,migrazione,2021,281,,,
CHN,NOR,migrazione,2022,288,,,
CHN,NOR,migrazione,2023,233,,,
CHN,NOR,migrazione,2024,202,,,
CHN,ISL,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,ISL,migrazione,2018,5,,,
CHN,ISL,migrazione,2020,5,,,
CHN,ISL,migrazione,2021,5,,,
CHN,ISL,migrazione,2022,5,,,
CHN,ISL,migrazione,2023,6,,,
CHN,CYP,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,CYP,cyber,2018-Q4,,Data theft,Chinese PLA attacks EU - organisations,eurepoc
CHN,CYP,migrazione,2018,5,,,
CHN,CYP,migrazione,2019,5,,,
CHN,CYP,migrazione,2020,5,,,
CHN,CYP,migrazione,2021,5,,,
CHN,CYP,migrazione,2022,5,,,
CHN,CYP,migrazione,2023,5,,,
CHN,CYP,migrazione,2024,5,,,
CHN,AUT,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,AUT,migrazione,2018,610,,,
CHN,AUT,migrazione,2019,651,,,
CHN,AUT,migrazione,2020,660,,,
CHN,AUT,migrazione,2021,642,,,
CHN,AUT,migrazione,2022,677,,,
CHN,AUT,migrazione,2023,572,,,
CHN,AUT,migrazione,2024,664,,,
CHN,BHR,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,MNE,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,LVA,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,LVA,cyber,,,Espionage,Targeting of government organizations in Eastern Europe and Western Asia,cfr
CHN,LVA,migrazione,2021,5,,,
CHN,LVA,migrazione,2022,5,,,
CHN,LVA,migrazione,2023,5,,,
CHN,LVA,migrazione,2024,5,,,
CHN,HRV,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,OMN,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,MNG,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,MNG,cyber,2019-Q1,,Data theft;Hijacking with Misuse,CactusPete vs. Russia and Mongolia,eurepoc
CHN,MNG,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Bronze president vs. SEA NGOs,eurepoc
CHN,MNG,cyber,,,Espionage,"Targeting of the United States, Belarus, Canada, Mongolia, and Russia in an espionage operation",cfr
CHN,MNG,cyber,2018-Q3,,Espionage,Targeting of organizations associated with trade activity with China,cfr
CHN,MNG,cyber,,,Espionage,Space Pirates,cfr
CHN,MNG,cyber,,,,Vicious Panda,cfr
CHN,MNG,cyber,,,Espionage,Targeting of the Mongolian government using coronavirus-related lures,cfr
CHN,MNG,cyber,,,Espionage,Targeting of nongovernmental organizations and political and law enforcement agencies in East and South Asia,cfr
CHN,MNG,cyber,2018-Q2,,Espionage,Compromise of Mongolian government data center,cfr
CHN,MNG,migrazione,2022,5,,,
CHN,MNG,migrazione,2023,5,,,
CHN,MNG,migrazione,2024,5,,,
CHN,ARM,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,MKD,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
CHN,ISR,cyber,2022-Q4,,Data theft;Hijacking with Misuse,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,eurepoc
